id,name,sex,age,height,weight,team,noc,games,year,season,city,sport,event,medal
57280,Gerd Kanter,M,25.0,196.0,125.0,Estonia,EST,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Discus Throw,
57287,Benjamin MacKinlay (Benjamin McKinlay-) Kantor,M,32.0,,,United States,USA,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Literature, Unknown Event",
57310,Mary-Estelle Kapalu (-Mahuk),F,25.0,164.0,57.0,Vanuatu,VAN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 400 metres,
57316,Julien-Pierre Kapek,M,25.0,178.0,71.0,France,FRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Triple Jump,
57333,Hamit Kaplan,M,22.0,190.0,97.0,Turkey,TUR,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",
57333,Hamit Kaplan,M,30.0,190.0,97.0,Turkey,TUR,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",
57347,Imre Kapossy,M,20.0,,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Eights,
57367,Velik Nikolov Kapsazov,M,21.0,167.0,67.0,Bulgaria,BUL,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Horse Vault,
57367,Velik Nikolov Kapsazov,M,29.0,167.0,67.0,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,
57370,Vasily Borisovich Kaptyukh,M,37.0,197.0,125.0,Belarus,BLR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Discus Throw,
57371,Franz Kapus,M,46.0,188.0,92.0,Switzerland-2,SUI,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Bobsleigh Men's Two,
57376,Sergey Alekseyevich Kapustin,M,22.0,180.0,88.0,Soviet Union,URS,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
57398,Ivan Angelov Karacholov,M,25.0,180.0,82.0,Bulgaria,BUL,1994 Winter,1994,Winter,Lillehammer,Luge,Luge Mixed (Men)'s Doubles,
57409,Thomas Karadimas,M,22.0,,,Greece,GRE,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Slalom,
57426,Iva Karagiozova-Shkodreva,F,22.0,163.0,55.0,Bulgaria,BUL,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Women's 7.5 kilometres Sprint,
57426,Iva Karagiozova-Shkodreva,F,22.0,163.0,55.0,Bulgaria,BUL,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Women's 15 kilometres,
57489,Maria Karastamati,F,19.0,172.0,63.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 100 metres Relay,
57495,Valery Nikolayevich Karasyov,M,22.0,168.0,65.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Team All-Around,Silver
57498,Ilana Karaszyk,F,22.0,165.0,59.0,Israel,ISR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's Long Jump,
57509,Karla Rae Karch-Gailus,F,31.0,173.0,68.0,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,
57516,Tibor Karczag,M,24.0,160.0,60.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Weightlifting,Weightlifting Men's Bantamweight,
57521,Arwin Everard Clemens Kardolus,M,24.0,183.0,76.0,Netherlands,NED,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's epee, Team",
57539,Saidu Kargbo,M,25.0,150.0,48.0,Sierra Leone,SLE,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Light-Flyweight,
57555,Sultan Karim Ali,M,,,,Pakistan,PAK,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 400 metres Freestyle,
57559,Elvina Khaydaryanovna Karimova,F,22.0,166.0,62.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Bronze
57574,Paul Tetsuhiko Kariya,M,27.0,178.0,78.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
57575,Frans Mikael Karjagin,M,27.0,,,Finland,FIN,1936 Summer,1936,Summer,Berlin,Football,Football Men's Football,
57584,Wojciech Jacek Karkusiewicz,M,25.0,188.0,99.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Running Target, 50 metres",
57591,Tomas Joakim Karlberg,M,27.0,186.0,84.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Speed Skating,Speed Skating Men's 500 metres,
57607,Yngvar Hafsund Karlsen,M,31.0,,,Norway,NOR,1952 Winter,1952,Winter,Oslo,Speed Skating,"Speed Skating Men's 10,000 metres",
57614,Ann-Marie Elisabeth Karlsson,F,23.0,164.0,50.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,
57626,Evert Gotthardt Karlsson,M,27.0,,,Sweden,SWE,1948 Winter,1948,Winter,Sankt Moritz,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
57654,Stina Ulrika Karlsson (-Smskar),F,22.0,173.0,58.0,Sweden,SWE,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,
57655,Bror Mikael Tobias Karlsson,M,35.0,196.0,104.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
57662,Karl Gunnar Alfred Karlsson-Tjrnebo,M,33.0,176.0,68.0,Sweden,SWE,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 3,000 metres Steeplechase",
57712,Gennady Mikhaylovich Karponosov,M,25.0,173.0,66.0,Soviet Union-3,URS,1976 Winter,1976,Winter,Innsbruck,Figure Skating,Figure Skating Mixed Ice Dancing,
57721,Oleksandra Andreyevna Karpovich,F,22.0,160.0,55.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,
57724,Reima Juhani Karppinen,M,30.0,193.0,89.0,Finland,FIN,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Double Sculls,
57734,Joachim Karsch,M,35.0,,,Germany,GER,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",Bronze
57735,Monika Karsch,F,33.0,158.0,55.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",
57758,Esko K. Karu,M,21.0,188.0,95.0,Canada,CAN,1968 Winter,1968,Winter,Grenoble,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,
57812,Alper Kasapolu,M,30.0,186.0,83.0,Turkey,TUR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,
57836,Amos Markovich Kash,M,43.0,,,Russia,RUS,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Dueling Pistol, 30 metres",
57840,Klara Kashapova,F,26.0,158.0,47.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Women's 10,000 metres",
57845,Takehiro Kashima,M,24.0,168.0,62.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze
57875,Gnter Kaslowski,M,26.0,180.0,80.0,Germany,GER,1960 Summer,1960,Summer,Roma,Cycling,Cycling Men's Sprint,
57906,Artras Kasputis,M,29.0,183.0,83.0,Lithuania,LTU,1996 Summer,1996,Summer,Atlanta,Cycling,Cycling Men's Individual Time Trial,
57906,Artras Kasputis,M,29.0,183.0,83.0,Lithuania,LTU,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
57914,Elmo Kassin,M,28.0,170.0,68.0,Estonia,EST,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,
57939,Antti Alexander Kasvio,M,18.0,185.0,77.5,Finland,FIN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Freestyle,Bronze
57964,Gyula Kt,M,22.0,177.0,64.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Lightweight,
57993,Mikiko Kato,F,21.0,164.0,60.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Handball,Handball Women's Handball,
58000,Tadashi Kato,M,17.0,,,Japan,JPN,1952 Summer,1952,Summer,Helsinki,Cycling,"Cycling Men's Road Race, Individual",
58015,Jzsef Katona,M,18.0,176.0,76.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 400 metres Freestyle,
58028,Mikhail Katsoulis,M,,,,"Phalainis ton Thorichtou ""Hydra""-2",GRE,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Silver
58040,Ravi Kumar Katulu,M,24.0,,69.0,India,IND,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Lightweight,
58051,Richard Rudolf Katzer,M,,,,Germany,GER,1908 Summer,1908,Summer,London,Cycling,Cycling Men's 20 kilometres,
58066,Alicia Adela Kaufmanas,F,27.0,168.0,58.0,Argentina,ARG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 100 metres,
58080,Tomas Kauknas,M,23.0,177.0,66.0,Lithuania,LTU,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 20 kilometres,
58113,Peter Kauzer,M,28.0,177.0,70.0,Slovenia,SLO,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Singles, Slalom",
58147,Miho Kawabe,F,22.0,155.0,52.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
58162,Carlos Issamu Kawai,M,19.0,175.0,63.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Men's Singles,
58168,Tatsugo Kawaishi,M,20.0,,,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Freestyle,Silver
58212,Hiromi Kawasumi,M,26.0,180.0,70.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,
58216,Sayoko Kawauchi-Kitabatake,F,29.0,163.0,57.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Team,
58217,Shudo Kawawa,M,18.0,171.0,64.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Butterfly,
58219,Koru Kawazu,M,23.0,170.0,62.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Long Jump,
58228,Aras (Amos-) Kaya (Kibitok-),M,22.0,181.0,60.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",
58243,Selman Kaygusuz,M,25.0,165.0,65.0,Turkey,TUR,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Featherweight, Freestyle",
58254,Nataliya Valentinovna Kayukova,F,29.0,175.0,66.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's Triple Jump,
58306,Alfred Jzef Kauziski,M,23.0,190.0,81.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Handball,Handball Men's Handball,Bronze
58308,Gert Wigandt Krlin,M,22.0,172.0,60.0,Denmark,DEN,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 5,000 metres",
58313,"Mitchell ""Mitch"" Kealey",M,24.0,178.0,62.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 1,500 metres",
58317,Simon Kean,M,23.0,196.0,110.0,Canada,CAN,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Super-Heavyweight,
58359,Salim Keddar,M,22.0,176.0,65.0,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",
58371,Piotr Kdzia,M,24.0,177.0,70.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,
58377,Avo Keel,M,33.0,192.0,89.0,Estonia,EST,1996 Summer,1996,Summer,Atlanta,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,
58453,Kalle Keituri,M,25.0,170.0,58.0,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
58458,Vladimr Kej,M,27.0,,,Czechoslovakia,TCH,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Parallel Bars,
58525,Natascha Keller,F,19.0,170.0,69.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,
58543,"Edward Joseph ""Eddie"" Kelliher",M,44.0,188.0,89.0,Akatonbo,IRL,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed Three Person Keelboat,
58550,"Rosina ""Rosa"" Kellner (-Schimpfauer)",F,18.0,161.0,53.0,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
58569,David Albert Kelly,M,40.0,180.0,73.0,Bahamas,BAH,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Three Person Keelboat,
58576,Godfrey Kenneth Kelly,M,31.0,175.0,75.0,Bim,BAH,1960 Summer,1960,Summer,Roma,Sailing,Sailing Mixed Three Person Keelboat,
58579,John Kelly,M,38.0,185.0,76.0,Ireland,IRL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 50 kilometres Walk,
58590,Shane John Kelly,M,32.0,182.0,85.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Keirin,Bronze
58632,Dennis Arthur Kemp,M,25.0,,,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Hockey,Hockey Men's Hockey,
58638,Peter Kemp,M,,,,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's 200 metres Obstacle Course,Bronze
58639,Stacey Louise Kemp,F,25.0,155.0,43.0,Great Britain,GBR,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,
58645,Johan Carl Kempe,M,27.0,,,Sweden-2,SWE,1912 Summer,1912,Summer,Stockholm,Tennis,"Tennis Men's Doubles, Covered Courts",Silver
58647,Jay Wasson Kempe,M,39.0,,,Bermuda,BER,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Multihull,
58662,Antti-Jussi Kemppainen,M,24.0,175.0,72.0,Finland,FIN,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Halfpipe,
58664,Nina M. Kemppel,F,31.0,178.0,64.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,
58669,H. J. Ken,M,,,,Austria,AUT,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Literature, Lyric Works",
58682,Rezs Kende,M,19.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Gymnastics Men's Parallel Bars,
58727,Peter Terence Kennedy,M,28.0,190.0,84.0,Ireland,IRL,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,
58732,Thomas James Kennedy,M,19.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Marathon,
58736,"Richard Bayard Kennelly, Jr.",M,23.0,193.0,91.0,United States,USA,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxless Fours,Silver
58736,"Richard Bayard Kennelly, Jr.",M,27.0,193.0,91.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Eights,
58745,Michael Vincent Kenny,M,20.0,193.0,88.0,New Zealand,NZL,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Heavyweight,
58752,"Leonard Bruce ""Lionel"" Kent",M,28.0,,,New Zealand,NZL,1956 Summer,1956,Summer,Melbourne,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
58773,Harry Joseph Keough,M,24.0,175.0,77.0,United States,USA,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,
58791,Aleksandar Kerov,M,19.0,177.0,74.0,Yugoslavia,YUG,1960 Summer,1960,Summer,Roma,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",
58797,Istvn Kerek,M,23.0,160.0,67.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Lightweight,
58798,Andrei Kereke,M,27.0,,,Romania,ROU,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Horizontal Bar,
58825,Ralph Kern,M,21.0,171.0,65.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,
58834,Andrew Kerr,M,26.0,195.0,102.0,Australia,AUS,1980 Summer,1980,Summer,Moskva,Water Polo,Water Polo Men's Water Polo,
58855,Sinead Houston Kerr,F,27.0,167.0,54.0,Great Britain,GBR,2006 Winter,2006,Winter,Torino,Figure Skating,Figure Skating Mixed Ice Dancing,
58883,Werner Kerth,M,21.0,175.0,84.0,Austria,AUT,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,
58933,Reed Kessler,F,18.0,165.0,54.0,United States,USA,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Individual",
58948,Rudolf Keszthelyi,M,25.0,163.0,60.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Team All-Around,
58954,"Daniel ""Dan"" Ketchum",M,22.0,193.0,95.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
58958,Erick Keter,M,34.0,170.0,60.0,Kenya,KEN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres Hurdles,
58963,Georgy Vazhayevich Ketoyev,M,30.0,190.0,100.0,Armenia,ARM,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Freestyle",
58987,Ghassan Joseph Keyrouz,M,20.0,174.0,72.0,Lebanon,LIB,1972 Winter,1972,Winter,Sapporo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
58992,Benjamin F. Keys,M,50.0,,,Chicago Archers,USA,1904 Summer,1904,Summer,St. Louis,Archery,Archery Men's Team Round,
58995,Jacques Keyser,M,22.0,169.0,57.0,Netherlands,NED,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 5 mile,
59020,Ani Khachikyan,F,17.0,165.0,56.0,Armenia,ARM,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 100 metres,
59032,Artyom Aleksandrovich Khadzhibekov,M,26.0,173.0,67.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
59033,Mitko Khadzhiev,M,22.0,168.0,68.0,Bulgaria,BUL,1984 Winter,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
59036,Lotfi Khada,M,23.0,180.0,75.0,Algeria,ALG,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Triple Jump,
59042,Davit Khakhaleishvili,M,20.0,,,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Heavyweight,Gold
59054,Mohamed Khaldi,M,29.0,172.0,60.0,Algeria,ALG,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 1,500 metres",
59060,Abdul Rahman Khalid,M,22.0,180.0,69.0,Bahrain,BRN,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's epee, Individual",
59076,Nabil Khalil,M,,,,Lebanon,LIB,1984 Winter,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Men's Slalom,
59090,Alexandros Khalkokondylis,M,,171.0,64.0,Greece,GRE,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Long Jump,
59114,Khamis Ibrahim Khamis,M,,167.0,60.0,United Arab Emirates,UAE,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,
59125,Amel Khamtache,F,31.0,181.0,55.0,Algeria,ALG,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,
59131,Abdul Hamid Khan,M,26.0,165.0,65.0,Singapore,SGP,1992 Summer,1992,Summer,Barcelona,Badminton,Badminton Men's Doubles,
59143,Asghar Ali Khan,M,26.0,,,Pakistan,PAK,1952 Summer,1952,Summer,Helsinki,Hockey,Hockey Men's Hockey,
59151,Haider Khan,M,27.0,190.0,88.0,Pakistan,PAK,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Shot Put,
59158,Mairaj Ahmad Khan,M,40.0,181.0,82.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Skeet,
59167,Muhammad Khan,M,36.0,169.0,63.0,India,IND,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
59173,Shahid Ali Khan,M,27.0,170.0,60.0,Pakistan,PAK,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Bronze
59176,Mohammed Youssef Khan,M,23.0,172.0,56.0,India,IND,1960 Summer,1960,Summer,Roma,Football,Football Men's Football,
59177,Nazar Muhammad Khan Malik,M,,,,Pakistan,PAK,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Discus Throw,
59197,Aleksandr Yevgenyevich Kharitonov,M,29.0,172.0,79.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,
59208,Valery Borisovich Kharlamov,M,32.0,173.0,79.0,Soviet Union,URS,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
59249,Markos Khatzikyriakis,M,23.0,180.0,83.0,Greece,GRE,1998 Winter,1998,Winter,Nagano,Snowboarding,Snowboarding Men's Giant Slalom,
59267,Ilmir Rizatovich Khazetdinov,M,22.0,181.0,67.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
59271,Adel Khechini,M,20.0,190.0,77.0,Tunisia,TUN,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Men's Volleyball,
59272,Mohamed Kheddis,M,28.0,176.0,77.0,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,
59294,Yekaterina Viktorovna Khilko,F,22.0,163.0,51.0,Uzbekistan,UZB,2004 Summer,2004,Summer,Athina,Trampolining,Trampolining Women's Individual,
59298,Khin Khin Htwe,F,29.0,164.0,44.0,Myanmar,MYA,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Women's 1,500 metres",
59332,Pavlo Viktorovych Khnykin,M,23.0,185.0,72.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Butterfly,
59342,Yekaterina Anatolyevna Khodotovich-Karsten,F,44.0,185.0,80.0,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Single Sculls,
59348,Anatoly Petrovich Khokhlov,M,24.0,175.0,67.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Welterweight,
59384,Aleksandr Viktorovich Khoroshilov,M,29.0,182.0,80.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Slalom,
59399,Aleksey Igorevich Khovansky,M,25.0,186.0,80.0,Russia,RUS,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's Foil, Team",
59408,Snezhana Ivanova Khristakieva,F,15.0,147.0,36.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Team All-Around,
59411,"Styliani ""Liana"" Khristidou",F,17.0,163.0,44.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,
59421,"Aikaterini ""Katerina"" Khristoforidou",F,16.0,158.0,51.0,Greece,GRE,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Uneven Bars,
59438,Georgi Khristov,M,22.0,167.0,63.0,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Team All-Around,
59451,Plamen Stefanov Khristov,M,23.0,188.0,80.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Men's Volleyball,
59464,Kalofer Petrov Khristozov,M,19.0,170.0,63.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,
59464,Kalofer Petrov Khristozov,M,27.0,170.0,63.0,Bulgaria,BUL,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Horizontal Bar,
59501,Hripsime Khurshudyan,F,21.0,170.0,76.0,Armenia,ARM,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Women's Heavyweight,
59508,Mohammed Salman H. Al-Khuwalidi,M,27.0,188.0,82.0,Saudi Arabia,KSA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Long Jump,
59516,Walide Khyar,M,21.0,165.0,60.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,
59528,Aleksandr Vladimirovich Kibalko,M,32.0,183.0,85.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Speed Skating,"Speed Skating Men's 1,500 metres",
59552,Liudmyla Viktorivna Kichenok,F,24.0,176.0,65.0,Ukraine-2,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,
59558,Gabriel Emeric Kicsid,M,24.0,194.0,94.0,Romania,ROU,1972 Summer,1972,Summer,Munich,Handball,Handball Men's Handball,Bronze
59578,Maya Kidowaki,F,23.0,167.0,57.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Women's Doubles,
59580,Yury Konstantinovich Kidyayev,M,25.0,176.0,75.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,Silver
59587,Jakob Kiefer,M,32.0,,,Germany,GER,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Team All-Around,
59589,Nicolas Kiefer,M,27.0,182.0,80.0,Germany,GER,2004 Summer,2004,Summer,Athina,Tennis,Tennis Men's Doubles,Silver
59602,Marina Kiehl,F,19.0,164.0,62.0,West Germany,FRG,1984 Winter,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
59623,Kieng Samorn,M,29.0,170.0,60.0,Cambodia,CAM,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 800 metres,
59649,Piotr Andrzej Kiepikowski,M,33.0,186.0,82.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Men's Foil, Team",Silver
59657,Yonas Andebrhan Kifle,M,27.0,166.0,57.0,Eritrea,ERI,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 10,000 metres",
59707,Andrea Kilday,F,33.0,161.0,48.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Flyweight,
